mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv
gdb_34376,N#CC12COC1C=CC2,2.6615,1.64503,1.28888,3.7794,73.24,-0.2649,-0.0118,0.2531,995.0341,0.125962,-400.751926,-400.744629,-400.743684,-400.783886,27.818
gdb_6735,CC(O)CC#CCO,6.10889,0.69735,0.65874,1.2913,74.09,-0.2397,0.0364,0.2761,1706.0184,0.150538,-384.901756,-384.891557,-384.890613,-384.938657,34.786
gdb_35433,N#CC1CC2CN(C2)C1,3.70915,1.21802,1.10604,4.0394,79.24,-0.2254,0.0325,0.2579,1132.7736,0.163114,-382.05893,-382.051553,-382.050609,-382.090905,29.313
gdb_20191,C1CC2C3OC(C1)C23,3.23714,2.6264,1.97028,1.5658,69.58,-0.2241,0.0843,0.3084,756.4814,0.157301,-347.777637,-347.771626,-347.770681,-347.807365,25.23
gdb_89672,CC1OC2(CC12O)C#C,2.88503,1.32307,1.09436,2.6425,77.71,-0.2211,0.0194,0.2405,1148.4858,0.132314,-421.747119,-421.738006,-421.737061,-421.780538,34.403
gdb_114250,CCC1CC2(C1)COC2,4.72805,0.79166,0.7778,2.0641,85.93,-0.241,0.0709,0.3119,1589.409,0.205436,-388.263951,-388.254524,-388.25358,-388.299119,35.066
gdb_65689,CC1(CC=O)CC(=O)O1,3.60032,0.96168,0.88895,3.013,69.22,-0.262,-0.0373,0.2247,1311.3547,0.133012,-459.006709,-458.997664,-458.99672,-459.04145,32.329
gdb_9224,OCC(=O)COC=N,6.47419,0.94677,0.85267,5.5214,61.19,-0.2497,-0.0301,0.2195,1283.0869,0.115845,-436.925215,-436.916218,-436.915274,-436.959945,30.127
gdb_45821,O=C1NC=CC2CCC12,2.59077,1.77003,1.19929,2.9644,77.97,-0.2145,-0.0073,0.2073,1037.3181,0.150954,-401.989219,-401.981855,-401.980911,-402.021176,29.094
gdb_27599,c1nc(nc(n1)N)C#N,3.76854,1.30394,0.96874,5.66,69.95,-0.2778,-0.0833,0.1946,1097.4178,0.080412,-427.922255,-427.914965,-427.914021,-427.954205,26.277
gdb_120653,CCCC1CC11COC1,4.17124,0.73031,0.68362,2.0033,86.86,-0.2389,0.0724,0.3113,1750.7057,0.204914,-388.258605,-388.248784,-388.24784,-388.294107,35.968
gdb_108107,COC12CC3CC1C2O3,3.50601,1.40636,1.36709,0.7758,73.44,-0.2181,0.0918,0.3099,1029.4333,0.160941,-423.007805,-423.000457,-422.999513,-423.039583,29.47
gdb_11264,CN1CC=C(C1)C#N,5.7806,1.26201,1.06435,4.3342,74.47,-0.2223,-0.0447,0.1776,1076.5843,0.131277,-342.798452,-342.790836,-342.789891,-342.830425,27.657
gdb_130898,c1c(n[nH]c(=O)n1)C=O,5.39231,1.07137,0.89379,1.3133,68.22,-0.2723,-0.1163,0.1561,1167.1822,0.078596,-468.834275,-468.827196,-468.826252,-468.866446,25.269
gdb_13182,CC(C=O)C1CCO1,2.76806,1.84096,1.36896,1.8764,67.46,-0.2432,-0.0256,0.2176,966.0963,0.152229,-384.931507,-384.92292,-384.921976,-384.965315,30.099
gdb_82376,CC1C2NC2CN2CC12,2.31886,1.93229,1.32697,2.3296,81.65,-0.2108,0.0682,0.279,1040.6207,0.185613,-383.227145,-383.21935,-383.218406,-383.258976,31.686
gdb_29595,C#CCc1cocc1N,3.1105,1.23537,0.97475,1.1979,76.18,-0.1955,0.0244,0.2198,1187.8286,0.12427,-400.734294,-400.725823,-400.724879,-400.767473,32.113
gdb_52897,CC#CC1(CC1O)C=O,1.86109,1.30925,0.87547,2.3153,80.44,-0.2461,-0.0221,0.224,1359.2148,0.132095,-421.795125,-421.785057,-421.784113,-421.831272,34.969
gdb_104230,CCC1(O)CNC1=NC,2.19622,1.32232,1.06007,2.3162,81.81,-0.2299,0.0291,0.2591,1277.6865,0.180634,-420.399899,-420.389361,-420.388417,-420.435738,37.725
gdb_66985,CC12C3CC(CC13)C2=O,2.40107,1.99596,1.52662,3.0616,78.05,-0.2289,-0.0033,0.2256,956.642,0.161658,-385.929448,-385.92208,-385.921136,-385.960976,29.634
gdb_43881,O=C1CC2(CC3OC23)C1,4.48342,1.08981,1.03356,2.9567,72.18,-0.2449,-0.0241,0.2208,1159.3617,0.134377,-421.788988,-421.78136,-421.780416,-421.821774,29.544
gdb_119541,CCNC12CC1OC2=N,3.14313,1.0867,0.8932,1.7651,77.76,-0.2305,0.0198,0.2503,1347.0448,0.159009,-419.167973,-419.159096,-419.158151,-419.202092,33.111
gdb_12436,N=C1OCC=CCO1,3.73128,2.05713,1.41364,4.3402,64.12,-0.2563,-0.0223,0.2339,849.4944,0.119956,-399.789745,-399.782719,-399.781774,-399.821539,25.913
gdb_45523,O=C1CC2CCC=CC12,2.94684,1.46834,1.12992,2.9105,81.13,-0.2254,-0.0161,0.2093,1107.0537,0.160962,-385.917653,-385.910096,-385.909152,-385.949856,30.028
gdb_2613,C#CCNCC#N,7.50382,1.22963,1.11165,3.9991,60.1,-0.2603,0.0095,0.2699,991.0788,0.101018,-303.458583,-303.45099,-303.450046,-303.490835,26.115
gdb_51239,O=CCC12COC1CO2,3.49353,1.13359,0.98606,2.6306,68.67,-0.2525,-0.0328,0.2197,1195.9371,0.134261,-458.920834,-458.912521,-458.911577,-458.955232,29.734
gdb_59459,CC(C)C1OC1C(C)O,2.90076,0.94984,0.91213,1.7104,82.37,-0.2604,0.0831,0.3435,1474.4155,0.203134,-425.417778,-425.407128,-425.406184,-425.453656,39.396
gdb_68955,OC12CC1(C=O)N1CC21,2.5207,1.69994,1.34585,2.4403,71.14,-0.2334,-0.0307,0.2026,977.4868,0.122883,-437.822488,-437.814543,-437.813598,-437.854863,30.153
gdb_105337,OCC1(CC2NC12)C#C,2.30769,1.5143,1.14052,2.7057,77.48,-0.2333,0.0493,0.2825,1119.753,0.146474,-401.854237,-401.845431,-401.844487,-401.887481,33.725
gdb_119891,COCC1=CCCOC1,4.20322,0.84712,0.72921,1.4257,82.49,-0.2339,0.0282,0.2621,1587.9728,0.182501,-424.21866,-424.209345,-424.208401,-424.253447,33.759
gdb_58805,CC(C)C12CC1C(O)C2,3.4823,1.0259,0.92312,1.495,85.76,-0.2443,0.0775,0.3219,1381.3949,0.204633,-388.268254,-388.258471,-388.257526,-388.302602,37.641
gdb_59589,CC(O)C1CN=C(C)O1,2.96367,1.15713,1.02807,2.0333,75.87,-0.245,0.0273,0.2722,1269.001,0.170308,-440.316909,-440.307456,-440.306512,-440.351369,34.769
gdb_4342,Cc1cccc(c1)O,3.67322,1.79568,1.21517,1.5168,75.02,-0.2157,0.0023,0.2179,967.309,0.131796,-346.681578,-346.674252,-346.673308,-346.713486,27.899
gdb_37175,C1C2N1C1CC22COC12,3.97368,1.63646,1.51678,2.0198,74.5,-0.2345,0.0564,0.2909,909.1139,0.150484,-401.822701,-401.816597,-401.815652,-401.852687,26.781
gdb_98060,CNC(=N)C(=O)C(=O)N,3.57326,1.03895,0.80947,3.7518,69.13,-0.2276,-0.095,0.1326,1363.5731,0.123444,-471.252786,-471.242852,-471.241908,-471.28881,34.324
gdb_19324,C#CC12NC1C1NC21,5.15266,1.68514,1.50556,2.6145,69.41,-0.2058,0.0219,0.2277,835.0217,0.106506,-341.433028,-341.426428,-341.425484,-341.463445,26.438
gdb_2312,CC1NC1CC#N,7.31097,1.3971,1.27631,4.6702,61.94,-0.2641,0.0376,0.3017,926.7937,0.125251,-304.691526,-304.684063,-304.683119,-304.723547,26.22
gdb_76902,CC1C(O)C2OCOC12,2.29995,1.85749,1.45143,1.0815,69.41,-0.2542,0.0592,0.3134,982.2319,0.160108,-460.147394,-460.139158,-460.138213,-460.180297,31.197
gdb_84228,CC1C=C2CC3C1C23C,2.89144,1.51094,1.32104,0.8673,90.04,-0.2049,-0.027,0.1779,1093.9358,0.182204,-349.864147,-349.855902,-349.854958,-349.896357,33.144
gdb_128565,COc1cc(no1)C#C,7.26602,0.89393,0.80004,2.4057,75.12,-0.236,-0.027,0.209,1355.9728,0.09945,-436.637334,-436.629057,-436.628113,-436.670593,29.68
gdb_43612,O=C1CC(O1)(C#C)C#N,2.41733,1.45472,1.05389,4.138,66.29,-0.301,-0.0445,0.2565,1084.2389,0.075248,-435.471925,-435.463949,-435.463004,-435.504825,28.807
gdb_37824,C1C2C3CC22OCOC132,3.01727,2.00959,1.77703,0.7345,71.22,-0.2566,0.0675,0.3241,841.7595,0.137251,-421.716807,-421.710344,-421.7094,-421.747654,26.436
gdb_7704,C1C=CC(=O)CC1=O,3.4114,1.93022,1.31286,3.732,65.56,-0.2501,-0.064,0.1861,880.9817,0.107315,-382.594998,-382.588168,-382.587224,-382.626399,25.411
gdb_102519,CNC(CO)C(O)C#N,2.1628,1.26744,0.96792,3.1227,72.23,-0.251,0.0139,0.2649,1269.4077,0.158963,-456.334868,-456.324927,-456.323983,-456.369979,35.683
gdb_112962,CC(O)C1CC(CO)O1,2.87187,1.00992,0.9428,2.1137,74.84,-0.2562,0.0555,0.3117,1368.187,0.181326,-461.345457,-461.335652,-461.334707,-461.380605,36.306
gdb_133062,CCc1cccc(n1)F,2.78465,1.2613,0.92152,2.6817,78.27,-0.25,-0.0279,0.222,1250.8385,0.136765,-426.052093,-426.04416,-426.043216,-426.085316,29.756
gdb_17409,CC1OC11CN2CC12,4.66176,1.51227,1.47613,2.5749,68.28,-0.2346,0.0788,0.3134,924.3077,0.141615,-363.794034,-363.786767,-363.785822,-363.825375,27.896
gdb_62061,OC(CNC1CC1)C#N,4.53169,0.69204,0.62677,5.7269,77.67,-0.2471,0.0208,0.2679,1743.9712,0.158922,-419.183561,-419.174066,-419.173122,-419.219078,34.313
gdb_74594,CC1=CC2C3C2N2C3C12,3.51014,1.73105,1.38569,1.4416,80.25,-0.2199,0.0191,0.239,962.3338,0.149499,-364.756114,-364.749351,-364.748407,-364.78689,28.31
gdb_14548,CC1(C=O)C2COC12,4.81382,1.50842,1.37903,2.9004,66.27,-0.2463,-0.0239,0.2224,911.9872,0.129335,-383.704333,-383.696868,-383.695923,-383.735956,27.716
gdb_8414,CC1(C)CC2C(O)C12,3.34475,1.83908,1.54319,1.4775,74.56,-0.245,0.0748,0.3199,923.3104,0.17634,-348.976555,-348.968317,-348.967373,-349.008261,32.629
gdb_87673,CC1(C)CC2(CC2O)C1,3.05768,1.08884,0.97301,1.3515,86.44,-0.2313,0.0754,0.3067,1345.1284,0.203234,-388.268218,-388.258038,-388.257094,-388.303361,38.611
gdb_36468,C#CCC1COC1C#C,2.90465,1.08104,0.84577,1.465,80.08,-0.2546,0.0138,0.2684,1334.808,0.133222,-384.595383,-384.586127,-384.585182,-384.630545,33.448
gdb_95932,OC1CCCC1(O)C#C,2.16291,1.50697,1.21619,0.8484,76.82,-0.2495,0.0271,0.2766,1123.2195,0.158193,-423.001945,-422.992699,-422.991755,-423.036136,35.311
gdb_29593,C#CCc1c[nH]cc1N,3.07105,1.2343,0.97379,2.0022,80.73,-0.1767,0.0467,0.2234,1207.4822,0.136414,-380.86586,-380.856961,-380.856017,-380.89933,33.894
gdb_130029,C#CCn1c(ncn1)N,3.29151,1.3317,1.04293,3.5798,72.06,-0.2234,0.0153,0.2387,1110.1855,0.114067,-412.975464,-412.967293,-412.966349,-413.008624,30.095
gdb_38584,C1C2CC3C4CC3(O4)C12,3.3985,1.66161,1.47626,2.0686,77.95,-0.2304,0.0635,0.2939,947.4757,0.161273,-385.7808,-385.774314,-385.77337,-385.811173,28.344
gdb_3023,OCC(O)C1CO1,6.46314,1.60213,1.46833,2.3369,53.0,-0.2578,0.0721,0.3299,830.6439,0.124578,-382.757134,-382.749909,-382.748965,-382.788458,26.288
gdb_102172,COC(CC#C)C(C)O,2.27192,1.1013,0.80007,1.6407,81.37,-0.2402,0.0544,0.2947,1467.1565,0.177916,-424.181655,-424.170386,-424.169442,-424.218667,40.109
gdb_73324,OC12CCC34CC(C13)C24,2.91761,1.98206,1.41262,1.4777,78.97,-0.2446,0.0748,0.3194,944.1154,0.16096,-385.810518,-385.803664,-385.80272,-385.841171,29.23
gdb_107861,CCC12CC3C1C(=O)C23,2.66304,1.48279,1.14508,3.2846,79.84,-0.2384,0.0078,0.2462,1126.5723,0.159064,-385.843694,-385.835676,-385.834732,-385.876494,31.021
gdb_117463,CCOC(=N)COC=O,5.93283,0.61265,0.58419,3.9497,71.91,-0.2758,-0.0058,0.27,1880.7222,0.145275,-476.250842,-476.240762,-476.239818,-476.287738,34.009
gdb_52138,C1COC(=N1)COC=O,4.34475,0.91602,0.7854,5.3086,67.13,-0.2615,0.0022,0.2637,1393.2394,0.124295,-475.053155,-475.044599,-475.043655,-475.088122,29.017
gdb_124408,CC(C#C)N1C=NN=C1,3.35819,1.18281,1.01068,6.0158,74.82,-0.2499,0.0134,0.2633,1179.7299,0.12426,-396.903934,-396.895539,-396.894595,-396.937914,30.44
gdb_79486,CN1C2C3NC2C13C#C,2.34264,1.92384,1.25261,1.5865,80.04,-0.2201,0.0215,0.2417,1018.0597,0.134904,-380.708792,-380.701011,-380.700067,-380.740746,30.751
gdb_40632,C1CC1C1C2CC=CC12,3.28215,1.16763,1.13549,0.1538,87.54,-0.2198,0.0234,0.2431,1210.1836,0.184506,-349.936205,-349.928363,-349.927419,-349.968887,31.5
gdb_104448,CCC1(C)CCOCO1,2.93825,1.18729,1.08747,1.7964,81.14,-0.2573,0.0766,0.3339,1261.3163,0.206175,-425.439857,-425.430568,-425.429624,-425.473323,36.248
gdb_133137,CC1=C(F)C(=N)N=NO1,2.3689,1.86684,1.05088,2.4237,69.3,-0.2468,-0.085,0.1618,1036.548,0.086453,-493.978758,-493.970774,-493.96983,-494.011666,28.746
gdb_858,c1c(nc(o1)N)O,7.29061,2.21579,1.70181,2.3094,48.44,-0.1945,0.0344,0.2288,666.4198,0.07996,-376.605641,-376.59963,-376.598686,-376.635072,22.685
gdb_129518,c1c(nno1)NC(=O)N,5.29047,1.0041,0.84455,4.6936,61.93,-0.2399,-0.0377,0.2023,1241.8953,0.089873,-486.07782,-486.070049,-486.069105,-486.110716,28.24
gdb_62853,CC1(O)C2CC(=O)C1N2,2.75185,1.564,1.36495,3.3139,71.35,-0.2294,-0.0134,0.216,1001.9132,0.147912,-439.069355,-439.061445,-439.060501,-439.101255,31.735
gdb_104765,CCC1(CC)NC1C=O,2.49292,1.03238,0.85714,3.4233,84.2,-0.2445,-0.0275,0.2169,1451.9932,0.192204,-404.340167,-404.329824,-404.32888,-404.375822,37.692
gdb_13203,C1CC(C1)C(=O)CO,5.42926,1.08328,1.04093,3.0694,69.07,-0.2622,-0.028,0.2342,1176.7722,0.1533,-384.945606,-384.9373,-384.936356,-384.97953,29.931
gdb_5358,c1cnccc1C=O,5.54545,1.56044,1.21777,1.6094,68.36,-0.2654,-0.0831,0.1823,907.3817,0.097846,-361.531106,-361.524893,-361.523949,-361.561669,22.879
gdb_74852,CC1=CC2NC2C11CC1,2.40276,1.81213,1.22418,1.3525,85.54,-0.2155,0.0199,0.2354,1078.1848,0.172022,-365.985836,-365.977833,-365.976889,-366.017956,32.255
gdb_67949,CC12OC(=N)C1CC=C2,2.35436,1.85293,1.31165,2.9131,77.84,-0.2523,-0.0012,0.2512,1021.1944,0.148545,-401.971398,-401.963667,-401.962722,-402.003422,30.436
gdb_107841,CCC12CC3C(CC13)O2,3.35856,1.41651,1.33328,1.352,81.8,-0.2372,0.0876,0.3249,1079.1586,0.183857,-387.059142,-387.051487,-387.050543,-387.091146,31.276
gdb_62370,OC1(C#N)C2OC1C2=O,2.48769,1.81008,1.19413,2.9967,59.68,-0.2814,-0.0502,0.2311,955.2497,0.074913,-472.547804,-472.540181,-472.539237,-472.579951,28.052
gdb_107198,CCC12CC1C1CN1C2,3.62907,1.20999,1.08322,1.4867,84.74,-0.2171,0.0797,0.2968,1220.9191,0.195798,-367.181004,-367.172737,-367.171792,-367.213595,33.201
gdb_92795,CC1CN=C(NC=O)N1,3.15096,1.19408,0.94337,0.5616,76.03,-0.2137,-0.0119,0.2018,1251.2585,0.149653,-435.320901,-435.312421,-435.311477,-435.354297,31.473
gdb_108607,CCC1=C(C(=O)OC1)C,2.79329,1.21984,0.91394,5.0747,79.83,-0.261,-0.0299,0.2311,1304.6755,0.158524,-423.096312,-423.086898,-423.085954,-423.131519,33.429
gdb_126781,CCn1c(nc(n1)O)N,2.65549,1.34653,0.95241,4.0591,71.02,-0.208,0.0325,0.2406,1224.5532,0.137599,-451.36331,-451.354442,-451.353497,-451.397267,32.515
gdb_87760,OC1CC11CC(C1)C=O,4.4236,0.83168,0.7815,4.1311,78.11,-0.2421,-0.0207,0.2214,1466.5015,0.157363,-423.001889,-422.992865,-422.991921,-423.036337,33.484
gdb_117722,CCOC(C)(C)CCO,2.02456,0.93788,0.76879,2.0559,85.87,-0.2458,0.0773,0.3231,1657.7638,0.225078,-426.624916,-426.612907,-426.611962,-426.66295,43.098
gdb_124668,CC(C=O)C1=NC=NO1,3.54606,1.06257,0.9949,1.6627,67.76,-0.2682,-0.053,0.2152,1204.1636,0.111723,-453.955212,-453.946846,-453.945902,-453.989799,28.681
gdb_77615,CC12NCC1(C#N)C2N,2.08556,1.60213,1.29065,3.4644,78.46,-0.2301,0.0157,0.2458,1080.611,0.147931,-398.097824,-398.088685,-398.087741,-398.131501,33.738
gdb_91421,CC1CC2CC(O2)C1O,2.5739,1.65906,1.31246,2.464,76.88,-0.2417,0.0762,0.318,1057.925,0.184932,-424.223113,-424.215263,-424.214319,-424.254977,32.211
gdb_60883,CC(C=O)C1(CO1)C=O,2.24996,1.38961,1.11344,0.3938,69.5,-0.2621,-0.0435,0.2186,1144.516,0.131969,-458.95645,-458.947024,-458.94608,-458.991651,32.99
gdb_128005,CN=C1ON=NC(C)=C1,3.95453,1.1432,0.89667,2.5678,80.91,-0.2432,-0.0884,0.1548,1276.4804,0.121575,-434.0291,-434.02012,-434.019176,-434.063448,31.61
gdb_10995,CC12CC1C(=O)C=C2,4.1647,1.78061,1.51197,3.758,70.91,-0.236,-0.0493,0.1867,867.1448,0.131173,-346.629018,-346.622089,-346.621145,-346.659801,27.076
gdb_1706,C1C(CO1)(C#N)N,4.48113,2.21534,1.90956,2.2355,54.18,-0.2692,0.0157,0.2849,688.6646,0.102327,-340.611734,-340.60485,-340.603906,-340.642831,24.183
gdb_129149,N=C1N=NOC=C1C#N,2.7879,0.80912,0.68744,3.345,66.9,-0.2736,-0.0779,0.1957,1517.0218,0.059419,-447.771635,-447.760747,-447.759803,-447.812352,32.206
gdb_33597,N#CC12C3C1N1C3CC21,3.99674,1.51236,1.37574,3.4484,73.48,-0.2473,0.0081,0.2555,928.4094,0.115021,-379.59385,-379.587653,-379.586708,-379.624424,25.067
gdb_99693,CCC(C#CC)C(N)=O,1.86319,1.14119,0.73705,3.9029,84.86,-0.2348,0.0346,0.2694,1566.8496,0.168284,-403.171942,-403.160672,-403.159727,-403.210231,38.735
gdb_123544,C1C2CC1C1=C2ON=C1,4.13104,1.56854,1.37425,3.8685,74.33,-0.2237,-0.0038,0.2199,933.6964,0.128071,-400.691298,-400.685336,-400.684391,-400.72162,24.711
gdb_94498,OC1CNC1C#CC#C,4.401,0.76638,0.69387,1.8962,88.98,-0.2417,-0.0227,0.219,1585.9909,0.122875,-400.659195,-400.650159,-400.649215,-400.693551,33.087
gdb_39612,C1N=COC11CN=CO1,4.31826,1.32447,1.32168,0.2471,64.6,-0.266,0.0022,0.2682,975.2196,0.114949,-453.976684,-453.969938,-453.968994,-454.008199,25.606
gdb_31140,Cc1c[nH]c(c1NC)C,1.84148,1.79653,0.97862,1.2548,87.42,-0.1805,0.0541,0.2347,1270.4341,0.182308,-383.307001,-383.296684,-383.295739,-383.342554,37.131
gdb_13428,CC1C(C)N1CC#N,3.61114,1.35577,1.17014,4.7296,72.53,-0.2392,0.0297,0.2689,1074.5636,0.152587,-343.967029,-343.958091,-343.957147,-344.000879,31.829
gdb_9056,NC(CCC#N)C#N,4.83933,0.90501,0.79368,3.8691,66.45,-0.281,0.0031,0.2841,1335.8266,0.119011,-358.861579,-358.852895,-358.851951,-358.895453,30.057
gdb_116404,CNC1COCOC1=O,2.26027,1.55954,1.0706,4.0735,68.59,-0.2301,0.0015,0.2316,1152.4219,0.148572,-476.233588,-476.224959,-476.224015,-476.267423,31.211
gdb_963,Cc1c(cc[nH]1)N,3.64667,3.22757,1.73951,1.4211,64.04,-0.1744,0.0523,0.2267,713.5505,0.126463,-304.73336,-304.72601,-304.725066,-304.764728,26.72
gdb_4270,Cc1nc(=O)nco1,4.13388,1.989,1.35416,5.8927,57.77,-0.2651,-0.0524,0.2127,835.9453,0.084112,-414.714284,-414.70749,-414.706546,-414.746188,23.673
gdb_15793,CC(OC=N)C1CO1,3.49682,1.35946,1.08752,4.1336,67.16,-0.2595,0.02,0.2795,1100.6851,0.140356,-400.969961,-400.961309,-400.960365,-401.004126,30.105
gdb_39490,C1CCC2NC2C=CC1,2.1335,1.81669,1.23185,1.4066,87.55,-0.2226,0.0201,0.2427,1112.4231,0.198081,-367.195771,-367.187832,-367.186888,-367.227727,32.531
gdb_111818,CCC1N2CCC2C1=O,2.37615,1.48407,1.06222,1.7939,78.92,-0.2272,-0.0253,0.2019,1196.4878,0.170705,-403.121961,-403.113182,-403.112238,-403.156149,32.533
gdb_50825,C1C(CO1)C(=O)NC=N,5.37386,0.75837,0.73484,1.9637,74.21,-0.2549,-0.0302,0.2247,1536.2829,0.136718,-455.15353,-455.144702,-455.143757,-455.189279,30.641
gdb_87077,CC1CC1(O)C#CC#N,4.47717,0.70223,0.67782,5.0741,87.67,-0.2627,-0.047,0.2158,1652.4021,0.122368,-400.722281,-400.712931,-400.711987,-400.756758,33.708
gdb_40758,C1NC1C1OCC11CC1,2.75191,1.30366,0.99586,1.6669,79.4,-0.2408,0.0655,0.3063,1238.1001,0.1714,-403.079862,-403.071369,-403.070425,-403.11369,32.027
gdb_19123,C#CC1(CN1)C1CN1,2.80147,2.01286,1.40985,2.3975,71.14,-0.2405,0.0232,0.2637,909.3929,0.130432,-342.689208,-342.68146,-342.680516,-342.721288,29.191
gdb_32168,c1nc(nc(n1)N)CO,4.03398,1.17515,0.91519,3.9671,70.48,-0.2553,-0.0418,0.2136,1198.3852,0.114577,-450.194554,-450.186299,-450.185355,-450.228002,29.537
gdb_59642,CC(C)C1CCC(O)C1,2.83519,1.00558,0.87054,1.3218,88.64,-0.2593,0.0744,0.3337,1481.7124,0.229278,-389.515218,-389.505163,-389.504219,-389.550329,38.772
gdb_118748,CC1CC(C)(CCO)C1,2.945,0.82718,0.74796,1.3959,89.4,-0.261,0.08,0.3409,1666.9447,0.227334,-389.486061,-389.475325,-389.474381,-389.521861,40.316
gdb_63429,CC1(CN(C1)CC#N)C,3.89297,0.83556,0.81402,4.4185,84.24,-0.2362,0.0236,0.2597,1506.617,0.181336,-383.265883,-383.256206,-383.255261,-383.300596,35.851
gdb_34384,N#CC12CCC1NC=N2,2.62364,1.68673,1.33265,5.5726,73.25,-0.2431,-0.0011,0.242,981.3318,0.126637,-396.942007,-396.934556,-396.933612,-396.974293,28.388
gdb_57397,CC(C)(C)C1=NCCO1,2.91285,1.21727,1.07399,1.2978,83.36,-0.2397,0.0323,0.272,1265.3362,0.193489,-404.383702,-404.373804,-404.372859,-404.418664,36.495
gdb_120565,CC1(CC1CCO)C#N,3.73807,0.73149,0.69169,4.3441,81.17,-0.2754,0.0372,0.3126,1662.6477,0.169441,-403.151038,-403.140802,-403.139858,-403.186741,36.526
gdb_75728,CC1=CC(=O)C(O)C1=O,2.57693,1.55545,1.00049,3.5963,70.64,-0.2533,-0.0925,0.1608,1123.9471,0.110868,-457.812157,-457.803558,-457.802614,-457.8458,30.757
gdb_60596,OC(C1CN1)C1CCC1,3.68204,0.97509,0.90107,1.6806,81.94,-0.2393,0.049,0.2883,1391.9032,0.194925,-404.303423,-404.294158,-404.293214,-404.337961,34.896
gdb_58547,CC(O)C1(N)COC1=N,2.13565,1.45316,1.40736,1.1628,71.93,-0.2482,0.0177,0.266,1082.8058,0.158947,-456.334249,-456.324842,-456.323898,-456.368088,35.418
gdb_58760,CC(O)C12CN(C1)C2C,2.51505,1.3268,1.12711,2.9294,82.34,-0.2197,0.0651,0.2848,1219.2364,0.19344,-404.270541,-404.261077,-404.260133,-404.304801,36.143
gdb_77421,CC1C2(O)C3CN3C12C,1.81213,1.70336,1.59166,2.5396,79.39,-0.2143,0.069,0.2833,1065.8019,0.169,-403.053016,-403.043869,-403.042925,-403.086148,35.308
gdb_27987,Cc1cc(cn1C=O)O,2.47925,1.39746,0.89872,4.3817,76.7,-0.2053,-0.0314,0.1739,1228.2959,0.124033,-437.94258,-437.93408,-437.933136,-437.975547,31.48
gdb_68018,OC12CC(O)(C1)C(=O)C2,2.93878,1.53809,1.20744,2.3461,68.19,-0.2537,-0.0211,0.2326,1022.4695,0.135445,-458.971574,-458.963747,-458.962803,-459.003331,31.537
gdb_43994,O=C1OC23CC12NCC3,2.85476,1.70767,1.53579,5.1523,67.27,-0.2438,0.0028,0.2466,917.4813,0.125995,-437.860705,-437.853707,-437.852763,-437.892144,27.66
gdb_131583,c1cn[nH]c1C(=O)CO,4.50522,1.00271,0.82441,3.373,70.56,-0.2579,-0.0554,0.2025,1302.0662,0.113273,-453.966343,-453.958025,-453.957081,-454.000128,29.387
gdb_109480,CCN1C(=N)CCC1=O,2.06273,1.76544,1.03812,2.7511,78.8,-0.2476,-0.0013,0.2463,1175.4776,0.160736,-419.282381,-419.273444,-419.2725,-419.317086,32.42
gdb_54825,CC(=O)C1C2CCC12O,2.63708,1.33856,1.09787,1.9342,77.27,-0.2304,-0.0117,0.2187,1178.5976,0.157527,-423.014519,-423.005471,-423.004527,-423.048556,34.0
gdb_57312,CC(C)(C)C(=O)CC=O,2.54545,1.04822,0.94418,2.4587,80.08,-0.2468,-0.0417,0.2052,1369.6143,0.177977,-424.263087,-424.252225,-424.251281,-424.299861,38.74
gdb_4801,COc1[nH]cc(n1)O,4.80484,1.51968,1.163,2.0757,59.89,-0.1832,0.0565,0.2396,969.1998,0.107953,-415.891105,-415.88347,-415.882526,-415.923024,27.667
gdb_32893,CCOc1ccn(c1)C,6.04022,0.78396,0.70315,1.4235,85.05,-0.1801,0.0474,0.2275,1647.2154,0.170476,-403.174475,-403.164807,-403.163863,-403.21004,34.581
gdb_12582,CC1=CCC(=O)C1=O,3.4716,1.98664,1.28348,4.8786,65.73,-0.2317,-0.0916,0.1401,900.984,0.106306,-382.590202,-382.582737,-382.581792,-382.622229,26.694
gdb_17576,OC12CC(C1)C1OC21,3.45512,2.41456,1.9439,2.6502,62.65,-0.2542,0.0689,0.3232,733.3793,0.131751,-383.688152,-383.682095,-383.68115,-383.717815,25.593
gdb_56004,CC(=O)CC1OCC=C1,3.65844,1.00485,0.8833,3.5673,78.38,-0.2334,-0.009,0.2244,1347.1105,0.157807,-423.050296,-423.041178,-423.040234,-423.085376,32.725
gdb_13456,CCCN1C(C)C1C,3.24481,1.14742,1.02566,1.2245,82.8,-0.2103,0.0788,0.2891,1308.9438,0.210123,-330.306524,-330.296372,-330.295428,-330.341741,36.57
gdb_131415,OC1=NOC(=N1)C1CO1,6.01159,0.99553,0.90532,3.5236,61.22,-0.267,-0.0382,0.2287,1207.2008,0.089526,-489.855874,-489.84861,-489.847666,-489.888405,26.202
gdb_119562,CC1CC2NC12CCO,2.91594,1.00398,0.86378,0.7117,82.5,-0.2216,0.0741,0.2957,1428.0135,0.193748,-404.303531,-404.293852,-404.292908,-404.338263,36.234
